Aktualisiert;E-Mail Kontakt;Geographische Abdeckung;Geographische Granularität;Kategorie;Kommentare;Lizenz;Veröffentlichende Stelle;Veröffentlicht;Website;Zeitliche Granularität;Zeitperiode;_collection_date;_title;_type;_url;tags;
17.07.2014;Uwe.Imme AT sengs.berlin.de;Berlin;Berlin;['Gesundheit', 'Sozialleistungen'];0;Creative Commons Namensnennung;Senatsverwaltung für Gesundheit und Soziales Berlin;19.02.2014;http://www.gsi-berlin.info/gsi_odp.asp?seite=1&CBFest=Indikator&indikator=10.22;Jahr;vom 31.12.2004 bis 31.12.2012;2014-10-24 12:46:00;Gesundheitsberichterstattung Berlin: Gesundheitsindikator 10.22 - Entwicklung der Beitrags- und sonstigen Einnahmen in der gesetzlichen Krankenversicherung nach Versichertengruppen, Land, im Zeitvergleich L;document;http://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-1022-entwicklung-der-beitrags;[];
16.07.2014;Uwe.Imme AT sengs.berlin.de;Berlin;Berlin;['Gesundheit', 'Sozialleistungen'];0;Creative Commons Namensnennung;Senatsverwaltung für Gesundheit und Soziales Berlin;19.02.2014;http://www.gsi-berlin.info/gsi_odp.asp?seite=1&CBFest=Indikator&indikator=2.17;Jahr;vom 31.12.2003 bis 31.12.2012;2014-10-24 12:46:01;Gesundheitsberichterstattung Berlin: Gesundheitsindikator 2.17 - Monatliches Nettoeinkommen von Familien, Land, Jahr K;document;http://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-217-monatliches-nettoeinkommen;[];
16.07.2014;Uwe.Imme AT sengs.berlin.de;Berlin;Berlin;['Gesundheit', 'Sozialleistungen'];0;Creative Commons Namensnennung;Senatsverwaltung für Gesundheit und Soziales Berlin;19.02.2014;http://www.gsi-berlin.info/gsi_odp.asp?seite=1&CBFest=Kategorie,Bereich,Thema,Unterthema&kategorie=Gesundheitsdaten&bereich=Bevölkerung und bevölkerungsspezifische Rahmenbedingungen des Gesundheitssystems&thema=Wirtschaftliche und soziale Lage&unterthema=Familiäre Lebensformen;Jahr;vom 31.12.2003 bis 31.12.2012;2014-10-24 12:46:01;Gesundheitsberichterstattung Berlin: Bevölkerung und bevölkerungsspezifische Rahmenbedingungen des Gesundheitssystems -> Wirtschaftliche und soziale Lage -> Familiäre Lebensformen;document;http://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-bev%C3%B6lkerung-und-bev%C3%B6lkerungsspezifische-0;[];
16.07.2014;Uwe.Imme AT sengs.berlin.de;Berlin;Berlin;['Gesundheit', 'Sozialleistungen'];0;Creative Commons Namensnennung;Senatsverwaltung für Gesundheit und Soziales Berlin;19.02.2014;http://www.gsi-berlin.info/gsi_odp.asp?seite=1&CBFest=Kategorie,Bereich,Thema,Unterthema&kategorie=Gesundheitsdaten&bereich=Bevölkerung und bevölkerungsspezifische Rahmenbedingungen des Gesundheitssystems&thema=Bevölkerung&unterthema=Bevölkerung nach Strukturmerkmalen;Jahr;vom 31.12.2003 bis 31.12.2013;2014-10-24 12:46:01;Gesundheitsberichterstattung Berlin: Bevölkerung und bevölkerungsspezifische Rahmenbedingungen des Gesundheitssystems -> Bevölkerung -> Bevölkerung nach Strukturmerkmalen;document;http://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-bev%C3%B6lkerung-und-bev%C3%B6lkerungsspezifische-5;[];
16.07.2014;Uwe.Imme AT sengs.berlin.de;Berlin;Berlin;['Gesundheit', 'Sozialleistungen'];0;Creative Commons Namensnennung;Senatsverwaltung für Gesundheit und Soziales Berlin;19.02.2014;http://www.gsi-berlin.info/gsi_odp.asp?seite=1&CBFest=Kategorie,Bereich,Thema,Unterthema&kategorie=Gesundheitsdaten&bereich=Bevölkerung und bevölkerungsspezifische Rahmenbedingungen des Gesundheitssystems&thema=Bevölkerung&unterthema=Bevölkerungsbewegung;Jahr;vom 31.12.2003 bis 31.12.2012;2014-10-24 12:46:01;Gesundheitsberichterstattung Berlin: Bevölkerung und bevölkerungsspezifische Rahmenbedingungen des Gesundheitssystems -> Bevölkerung -> Bevölkerungsbewegung;document;http://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-bev%C3%B6lkerung-und-bev%C3%B6lkerungsspezifische-2;[];
16.07.2014;Uwe.Imme AT sengs.berlin.de;Berlin;Berlin;['Gesundheit', 'Sozialleistungen'];0;Creative Commons Namensnennung;Senatsverwaltung für Gesundheit und Soziales Berlin;19.02.2014;http://www.gsi-berlin.info/gsi_odp.asp?seite=1&CBFest=Indikator&indikator=6.22;Jahr;vom 31.12.2002 bis 31.12.2012;2014-10-24 12:46:01;Gesundheitsberichterstattung Berlin: Gesundheitsindikator 6.22 - Bestand an medizinisch-technischen Großgeräten in Krankenhäusern und Vorsorge- oder Rehabilitationseinrichtungen, Land, Jahr L;document;http://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-622-bestand-medizinisch;[];
16.07.2014;Uwe.Imme AT sengs.berlin.de;Berlin;Bezirk;['Gesundheit', 'Sozialleistungen'];0;Creative Commons Namensnennung;Senatsverwaltung für Gesundheit und Soziales Berlin;19.02.2014;http://www.gsi-berlin.info/gsi_odp.asp?seite=1&CBFest=Indikator&indikator=2.22;Jahr;vom 31.12.2003 bis 31.12.2012;2014-10-24 12:46:01;Gesundheitsberichterstattung Berlin: Gesundheitsindikator 2.22 - Empfänger von ausgewählten öffentlichen Sozialleistungen nach Alter und Geschlecht, Land, Jahr K;document;http://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-222-empf%C3%A4nger-von-ausgew%C3%A4hlten;[];
16.07.2014;Uwe.Imme AT sengs.berlin.de;Berlin;Berlin;['Gesundheit', 'Sozialleistungen'];0;Creative Commons Namensnennung;Senatsverwaltung für Gesundheit und Soziales Berlin;19.02.2014;http://www.gsi-berlin.info/gsi_odp.asp?seite=1&CBFest=Indikator&indikator=6.13;Jahr;vom 31.12.2002 bis 31.12.2012;2014-10-24 12:46:01;Gesundheitsberichterstattung Berlin: Gesundheitsindikator 6.13 - Krankenhäuser nach Fachabteilungen, Land, Jahr K;document;http://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-613-krankenh%C3%A4user-nach;[];
16.07.2014;Uwe.Imme AT sengs.berlin.de;Berlin;Berlin;['Gesundheit', 'Sozialleistungen'];0;Creative Commons Namensnennung;Senatsverwaltung für Gesundheit und Soziales Berlin;19.02.2014;http://www.gsi-berlin.info/gsi_odp.asp?seite=1&CBFest=Kategorie,Bereich,Thema,Unterthema&kategorie=Gesundheitsdaten&bereich=Kosten&thema=Aufwendungen für Rehabilitation und Pflege&unterthema=Aufwendungen für Rehabilitation und Pflege;Jahr;vom 31.12.2002 bis 31.12.2012;2014-10-24 12:46:01;Gesundheitsberichterstattung Berlin: Kosten -> Aufwendungen für Rehabilitation und Pflege;document;http://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-kosten-aufwendungen-f%C3%BCr-rehabilitation-und-pflege;[];
16.07.2014;Uwe.Imme AT sengs.berlin.de;Berlin;Bezirk;['Gesundheit', 'Sozialleistungen'];0;Creative Commons Namensnennung;Senatsverwaltung für Gesundheit und Soziales Berlin;19.02.2014;http://www.gsi-berlin.info/gsi_odp.asp?seite=1&CBFest=Indikator&indikator=2.23;Jahr;vom 31.12.2003 bis 31.12.2012;2014-10-24 12:46:02;Gesundheitsberichterstattung Berlin: Gesundheitsindikator 2.23 - Empfänger von ausgewählten öffentlichen Sozialleistungen nach Geschlecht, Land im Regionalvergleich, Jahr L;document;http://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-223-empf%C3%A4nger-von-ausgew%C3%A4hlten;[];
16.07.2014;Uwe.Imme AT sengs.berlin.de;Berlin;Berlin;['Gesundheit', 'Sozialleistungen'];0;Creative Commons Namensnennung;Senatsverwaltung für Gesundheit und Soziales Berlin;19.02.2014;http://www.gsi-berlin.info/gsi_odp.asp?seite=1&CBFest=Kategorie,Bereich,Thema,Unterthema&kategorie=Gesundheitsdaten&bereich=Bevölkerung und bevölkerungsspezifische Rahmenbedingungen des Gesundheitssystems&thema=Wirtschaftliche und soziale Lage&unterthema=Soziale Lage;Jahr;vom 31.12.2003 bis 31.12.2012;2014-10-24 12:46:02;Gesundheitsberichterstattung Berlin: Bevölkerung und bevölkerungsspezifische Rahmenbedingungen des Gesundheitssystems -> Wirtschaftliche und soziale Lage -> Soziale Lage;document;http://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-bev%C3%B6lkerung-und-bev%C3%B6lkerungsspezifische;[];
16.07.2014;Uwe.Imme AT sengs.berlin.de;Berlin;Berlin;['Gesundheit', 'Sozialleistungen'];0;Creative Commons Namensnennung;Senatsverwaltung für Gesundheit und Soziales Berlin;19.02.2014;http://www.gsi-berlin.info/gsi_odp.asp?seite=1&CBFest=Indikator&indikator=2.21;Jahr;vom 31.12.2003 bis 31.12.2012;2014-10-24 12:46:02;Gesundheitsberichterstattung Berlin: Gesundheitsindikator 2.21 - Arbeitslose (Jahresdurchschnitt) nach Geschlecht, Land im Regionalvergleich, Jahr L;document;http://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-221-arbeitslose;[];
16.07.2014;Uwe.Imme AT sengs.berlin.de;Berlin;Berlin;['Gesundheit', 'Sozialleistungen'];0;Creative Commons Namensnennung;Senatsverwaltung für Gesundheit und Soziales Berlin;19.02.2014;http://www.gsi-berlin.info/gsi_odp.asp?seite=1&CBFest=Indikator&indikator=6.15;Jahr;vom 31.12.2003 bis 31.12.2012;2014-10-24 12:46:02;Gesundheitsberichterstattung Berlin: Gesundheitsindikator 6.15 - Wichtige Krankenhausangebote, Land im Regionalvergleich, Jahr L;document;http://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-615-wichtige;[];
16.07.2014;Uwe.Imme AT sengs.berlin.de;Berlin;Berlin;['Gesundheit', 'Sozialleistungen'];0;Creative Commons Namensnennung;Senatsverwaltung für Gesundheit und Soziales Berlin;19.02.2014;http://www.gsi-berlin.info/gsi_odp.asp?seite=1&CBFest=Indikator&indikator=2.14;Jahr;vom 31.12.2003 bis 31.12.2012;2014-10-24 12:46:02;Gesundheitsberichterstattung Berlin: Gesundheitsindikator 2.14 - Höchster berufsbildender Abschluss (Auswahl) der ab 25-jährigen Bevölkerung nach Geschlecht und Staatsangehörigkeit, Land, im Zeitvergleich K;document;http://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-214-h%C3%B6chster-berufsbildender;[];
16.07.2014;Uwe.Imme AT sengs.berlin.de;Berlin;Berlin;['Gesundheit', 'Sozialleistungen'];0;Creative Commons Namensnennung;Senatsverwaltung für Gesundheit und Soziales Berlin;19.02.2014;http://www.gsi-berlin.info/gsi_odp.asp?seite=1&CBFest=Kategorie,Bereich,Thema,Unterthema&kategorie=Gesundheitsdaten&bereich=Gesundheitsrelevante Verhaltensweisen&thema=Ernährung&unterthema=Körpergewicht;Jahr;vom 31.12.1998 bis 31.12.2012;2014-10-24 12:46:02;Gesundheitsberichterstattung Berlin: Gesundheitsrelevante Verhaltensweisen -> Ernährung -> Körpergewicht;document;http://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsrelevante-verhaltensweisen-ern%C3%A4hrung-0;[];
16.07.2014;Uwe.Imme AT sengs.berlin.de;Berlin;Berlin;['Gesundheit', 'Sozialleistungen'];0;Creative Commons Namensnennung;Senatsverwaltung für Gesundheit und Soziales Berlin;19.02.2014;http://www.gsi-berlin.info/gsi_odp.asp?seite=1&CBFest=Indikator&indikator=11.7;Jahr;vom 31.12.2002 bis 31.12.2012;2014-10-24 12:46:02;Gesundheitsberichterstattung Berlin: Gesundheitsindikator 11.7 - Aufwendungen für Leistungen zur Teilhabe in der gesetzlichen Rentenversicherung (GRV), Deutschland, Jahr B;document;http://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-117-aufwendungen-f%C3%BCr-leistungen;[];
16.07.2014;Uwe.Imme AT sengs.berlin.de;Berlin;Berlin;['Gesundheit', 'Sozialleistungen'];0;Creative Commons Namensnennung;Senatsverwaltung für Gesundheit und Soziales Berlin;19.02.2014;http://www.gsi-berlin.info/gsi_odp.asp?seite=1&CBFest=Indikator&indikator=4.9;Jahr;vom 31.12.2003 bis 31.12.2012;2014-10-24 12:46:02;Gesundheitsberichterstattung Berlin: Gesundheitsindikator 4.9 - Body Mass Index (BMI) bei Kindern zum Zeitpunkt der Schuleingangsuntersuchung nach Geschlecht, Land, Jahr L;document;http://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-49-body-mass-index-bmi-bei;[];
16.07.2014;Uwe.Imme AT sengs.berlin.de;Berlin;Berlin;['Gesundheit', 'Sozialleistungen'];0;Creative Commons Namensnennung;Senatsverwaltung für Gesundheit und Soziales Berlin;19.02.2014;http://www.gsi-berlin.info/gsi_odp.asp?seite=1&CBFest=Indikator&indikator=2.19;Jahr;vom 31.12.2003 bis 31.12.2012;2014-10-24 12:46:03;Gesundheitsberichterstattung Berlin: Gesundheitsindikator 2.19 - Alleinerziehende mit Kindern bis 17 Jahre, Land, im Zeitvergleich K;document;http://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-219-alleinerziehende-mit;[];
16.07.2014;Uwe.Imme AT sengs.berlin.de;Berlin;Bezirk;['Gesundheit', 'Sozialleistungen'];0;Creative Commons Namensnennung;Senatsverwaltung für Gesundheit und Soziales Berlin;19.02.2014;http://www.gsi-berlin.info/gsi_odp.asp?seite=1&CBFest=Indikator&indikator=2.11;Jahr;vom 31.12.2003 bis 31.12.2012;2014-10-24 12:46:03;Gesundheitsberichterstattung Berlin: Gesundheitsindikator 2.11 - Wanderungen der Bevölkerung, Land im Regionalvergleich, Jahr L;document;http://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-211-wanderungen-der-bev%C3%B6lkerung;[];
16.07.2014;Uwe.Imme AT sengs.berlin.de;Berlin;Berlin;['Gesundheit', 'Sozialleistungen'];0;Creative Commons Namensnennung;Senatsverwaltung für Gesundheit und Soziales Berlin;19.02.2014;http://www.gsi-berlin.info/gsi_odp.asp?seite=1&CBFest=Indikator&indikator=2.10;Jahr;vom 31.12.2003 bis 31.12.2012;2014-10-24 12:46:03;Gesundheitsberichterstattung Berlin: Gesundheitsindikator 2.10 - Lebendgeborene, Land, im Zeitvergleich K;document;http://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-210-lebendgeborene-land-im;[];
15.07.2014;Uwe.Imme AT sengs.berlin.de;Berlin;Berlin;['Gesundheit', 'Sozialleistungen'];0;Creative Commons Namensnennung;Senatsverwaltung für Gesundheit und Soziales Berlin;19.02.2014;http://www.gsi-berlin.info/gsi_odp.asp?seite=1&CBFest=Indikator&indikator=3.1;Jahr;vom 31.12.2003 bis 31.12.2012;2014-10-24 12:46:03;Gesundheitsberichterstattung Berlin: Gesundheitsindikator 3.1 - Sterbefälle nach Geschlecht, Land, im Zeitvergleich K;document;http://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-31-sterbef%C3%A4lle-nach-geschlecht;[];
15.07.2014;Uwe.Imme AT sengs.berlin.de;Berlin;Berlin;['Gesundheit', 'Sozialleistungen'];0;Creative Commons Namensnennung;Senatsverwaltung für Gesundheit und Soziales Berlin;19.02.2014;http://www.gsi-berlin.info/gsi_odp.asp?seite=1&CBFest=Indikator&indikator=3.86;Jahr;vom 31.12.2002 bis 31.12.2012;2014-10-24 12:46:03;Gesundheitsberichterstattung Berlin: Gesundheitsindikator 3.86 - Rentenzugänge wegen verminderter Erwerbsfähigkeit infolge von psychischen und Verhaltensstörungen nach Alter und Geschlecht, Land, Jahr L;document;http://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-386-rentenzug%C3%A4nge-wegen;[];
15.07.2014;Uwe.Imme AT sengs.berlin.de;Berlin;Berlin;['Gesundheit', 'Sozialleistungen'];0;Creative Commons Namensnennung;Senatsverwaltung für Gesundheit und Soziales Berlin;19.02.2014;http://www.gsi-berlin.info/gsi_odp.asp?seite=1&CBFest=Indikator&indikator=3.117;Jahr;vom 31.12.2002 bis 31.12.2012;2014-10-24 12:46:03;Gesundheitsberichterstattung Berlin: Gesundheitsindikator 3.117 - Im Straßenverkehr verunglückte Personen nach Alter und Geschlecht, Land, Jahr K;document;http://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-3117-im-stra%C3%9Fenverkehr;[];
15.07.2014;Uwe.Imme AT sengs.berlin.de;Berlin;Berlin;['Gesundheit', 'Sozialleistungen'];0;Creative Commons Namensnennung;Senatsverwaltung für Gesundheit und Soziales Berlin;19.02.2014;http://www.gsi-berlin.info/gsi_odp.asp?seite=1&CBFest=Indikator&indikator=3.71;Jahr;vom 31.12.2001 bis 31.12.2013;2014-10-24 12:46:03;Gesundheitsberichterstattung Berlin: Gesundheitsindikator 3.71 - Gemeldete Neuerkrankungen an bösartigen Neubildungen der weiblichen Brustdrüse nach Alter, Land, Jahre L;document;http://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-371-gemeldete-neuerkrankungen;[];
15.07.2014;Uwe.Imme AT sengs.berlin.de;Berlin;Berlin;['Gesundheit', 'Sozialleistungen'];0;Creative Commons Namensnennung;Senatsverwaltung für Gesundheit und Soziales Berlin;19.02.2014;http://www.gsi-berlin.info/gsi_odp.asp?seite=1&CBFest=Kategorie,Bereich,Thema,Unterthema&kategorie=Gesundheitsdaten&bereich=Gesundheitszustand der Bevölkerung&thema=Allgemeine Morbidität&unterthema=Medizinische Leistungen zur Rehabilitation;Jahr;vom 31.12.2002 bis 31.12.2012;2014-10-24 12:46:04;Gesundheitsberichterstattung Berlin: Gesundheitszustand der Bevölkerung -> Allgemeine Morbidität -> Medizinische Leistungen zur Rehabilitation;document;http://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitszustand-der-bev%C3%B6lkerung-allgemeine-2;[];
15.07.2014;Uwe.Imme AT sengs.berlin.de;Berlin;Berlin;['Gesundheit', 'Sozialleistungen'];0;Creative Commons Namensnennung;Senatsverwaltung für Gesundheit und Soziales Berlin;19.02.2014;http://www.gsi-berlin.info/gsi_odp.asp?seite=1&CBFest=Indikator&indikator=3.31;Jahr;vom 31.12.2002 bis 31.12.2012;2014-10-24 12:46:04;Gesundheitsberichterstattung Berlin: Gesundheitsindikator 3.31 - Arbeits- und Wegeunfälle, Land, im Zeitvergleich K;document;http://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-331-arbeits-und-wegeunf%C3%A4lle;[];
15.07.2014;Uwe.Imme AT sengs.berlin.de;Berlin;Berlin;['Gesundheit', 'Sozialleistungen'];0;Creative Commons Namensnennung;Senatsverwaltung für Gesundheit und Soziales Berlin;19.02.2014;http://www.gsi-berlin.info/gsi_odp.asp?seite=1&CBFest=Indikator&indikator=3.93;Jahr;vom 31.12.2002 bis 31.12.2012;2014-10-24 12:46:04;Gesundheitsberichterstattung Berlin: Gesundheitsindikator 3.93 - Leistungen zur medizinischen Rehabilitation und sonstige Leistungen zur Teilhabe infolge von Krankheiten des Kreislaufsystems nach Alter und Geschlecht, Land, Jahr L;document;http://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-393-leistungen-zur;[];
15.07.2014;Uwe.Imme AT sengs.berlin.de;Berlin;Berlin;['Gesundheit', 'Sozialleistungen'];0;Creative Commons Namensnennung;Senatsverwaltung für Gesundheit und Soziales Berlin;19.02.2014;http://www.gsi-berlin.info/gsi_odp.asp?seite=1&CBFest=Indikator&indikator=3.105;Jahr;vom 31.12.2002 bis 31.12.2012;2014-10-24 12:46:04;Gesundheitsberichterstattung Berlin: Gesundheitsindikator 3.105 - Krankenhausfälle infolge von Krankheiten des Muskel-Skelett-Systems und des Bindegewebes nach Alter und Geschlecht, Land, Jahr L;document;http://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-3105-krankenhausf%C3%A4lle-infolge;[];
15.07.2014;Uwe.Imme AT sengs.berlin.de;Berlin;Berlin;['Gesundheit', 'Sozialleistungen'];0;Creative Commons Namensnennung;Senatsverwaltung für Gesundheit und Soziales Berlin;19.02.2014;http://www.gsi-berlin.info/gsi_odp.asp?seite=1&CBFest=Indikator&indikator=3.61;Jahr;vom 31.12.2003 bis 01.03.2013;2014-10-24 12:46:04;Gesundheitsberichterstattung Berlin: Gesundheitsindikator 3.61 - Neuerkrankungen an bakteriell gesicherter Lungentuberkulose, Deutsche und Ausländer, Land, im Zeitvergleich L;document;http://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-361-neuerkrankungen-bakteriell;[];
15.07.2014;Uwe.Imme AT sengs.berlin.de;Berlin;Berlin;['Gesundheit', 'Sozialleistungen'];0;Creative Commons Namensnennung;Senatsverwaltung für Gesundheit und Soziales Berlin;19.02.2014;http://www.gsi-berlin.info/gsi_odp.asp?seite=1&CBFest=Kategorie,Bereich,Thema,Unterthema&kategorie=Gesundheitsdaten&bereich=Gesundheitszustand der Bevölkerung&thema=Krankheiten des Atmungssystems&unterthema=Krankheiten des Atmungssystems;Jahr;vom 31.12.2002 bis 31.12.2012;2014-10-24 12:46:04;Gesundheitsberichterstattung Berlin: Gesundheitszustand der Bevölkerung -> Krankheiten des Atmungssystems;document;http://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitszustand-der-bev%C3%B6lkerung-krankheiten-des-1;[];
15.07.2014;Uwe.Imme AT sengs.berlin.de;Berlin;Berlin;['Gesundheit', 'Sozialleistungen'];0;Creative Commons Namensnennung;Senatsverwaltung für Gesundheit und Soziales Berlin;19.02.2014;http://www.gsi-berlin.info/gsi_odp.asp?seite=1&CBFest=Indikator&indikator=3.119;Jahr;vom 31.12.2003 bis 31.12.2012;2014-10-24 12:46:04;Gesundheitsberichterstattung Berlin: Gesundheitsindikator 3.119 - Zahl der Straßenverkehrsunfälle, in denen Alkohol eine verursachende Rolle gespielt hat, Land, im Zeitvergleich L;document;http://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-3119-zahl-der;[];
15.07.2014;Uwe.Imme AT sengs.berlin.de;Berlin;Berlin;['Gesundheit', 'Sozialleistungen'];0;Creative Commons Namensnennung;Senatsverwaltung für Gesundheit und Soziales Berlin;19.02.2014;http://www.gsi-berlin.info/gsi_odp.asp?seite=1&CBFest=Indikator&indikator=3.73;Jahr;vom 31.12.2002 bis 31.12.2012;2014-10-24 12:46:04;Gesundheitsberichterstattung Berlin: Gesundheitsindikator 3.73 - Krankenhausfälle infolge bösartiger Neubildungen nach Alter und Geschlecht, Land, Jahr L;document;http://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-373-krankenhausf%C3%A4lle-infolge;[];
15.07.2014;Uwe.Imme AT sengs.berlin.de;Berlin;Berlin;['Gesundheit', 'Sozialleistungen'];0;Creative Commons Namensnennung;Senatsverwaltung für Gesundheit und Soziales Berlin;19.02.2014;http://www.gsi-berlin.info/gsi_odp.asp?seite=1&CBFest=Indikator&indikator=3.111;Jahr;vom 31.12.2002 bis 31.12.2012;2014-10-24 12:46:05;Gesundheitsberichterstattung Berlin: Gesundheitsindikator 3.111 - Krankenhausfälle infolge von Verletzungen und Vergiftungen nach Alter und Geschlecht, Land, Jahr K;document;http://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-3111-krankenhausf%C3%A4lle-infolge;[];
15.07.2014;Uwe.Imme AT sengs.berlin.de;Berlin;Berlin;['Gesundheit', 'Sozialleistungen'];0;Creative Commons Namensnennung;Senatsverwaltung für Gesundheit und Soziales Berlin;19.02.2014;http://www.gsi-berlin.info/gsi_odp.asp?seite=1&CBFest=Indikator&indikator=3.67;Jahr;vom 31.12.2001 bis 31.12.2013;2014-10-24 12:46:05;Gesundheitsberichterstattung Berlin: Gesundheitsindikator 3.67 - Gemeldete Neuerkrankungen an bösartigen Neubildungen nach Geschlecht, Land, im Zeitvergleich K;document;http://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-367-gemeldete-neuerkrankungen;[];
15.07.2014;Uwe.Imme AT sengs.berlin.de;Berlin;Berlin;['Gesundheit', 'Sozialleistungen'];0;Creative Commons Namensnennung;Senatsverwaltung für Gesundheit und Soziales Berlin;19.02.2014;http://www.gsi-berlin.info/gsi_odp.asp?seite=1&CBFest=Kategorie,Bereich,Thema,Unterthema&kategorie=Gesundheitsdaten&bereich=Gesundheitszustand der Bevölkerung&thema=Krankheiten des Verdauungssystems&unterthema=Krankheiten des Verdauungssystems;Jahr;vom 31.12.2002 bis 31.12.2013;2014-10-24 12:46:05;Gesundheitsberichterstattung Berlin: Gesundheitszustand der Bevölkerung -> Krankheiten des Verdauungssystems;document;http://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitszustand-der-bev%C3%B6lkerung-krankheiten-des-0;[];
15.07.2014;Uwe.Imme AT sengs.berlin.de;Berlin;Berlin;['Gesundheit', 'Sozialleistungen'];0;Creative Commons Namensnennung;Senatsverwaltung für Gesundheit und Soziales Berlin;19.02.2014;http://www.gsi-berlin.info/gsi_odp.asp?seite=1&CBFest=Indikator&indikator=3.37;Jahr;vom 31.12.2002 bis 31.12.2012;2014-10-24 12:46:05;Gesundheitsberichterstattung Berlin: Gesundheitsindikator 3.37 - Rentenzugänge und -bestand wegen verminderter Erwerbsfähigkeit nach Geschlecht, Land, im Zeitvergleich K;document;http://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-337-rentenzug%C3%A4nge-und-bestand;[];
15.07.2014;Uwe.Imme AT sengs.berlin.de;Berlin;Berlin;['Gesundheit', 'Sozialleistungen'];0;Creative Commons Namensnennung;Senatsverwaltung für Gesundheit und Soziales Berlin;19.02.2014;http://www.gsi-berlin.info/gsi_odp.asp?seite=1&CBFest=Indikator&indikator=3.104;Jahr;vom 31.12.2002 bis 31.12.2012;2014-10-24 12:46:05;Gesundheitsberichterstattung Berlin: Gesundheitsindikator 3.104 - Krankheiten des Muskel-Skelett-Systems und des Bindegewebes nach Geschlecht, Land, im Zeitvergleich K;document;http://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-3104-krankheiten-des-muskel;[];
15.07.2014;Uwe.Imme AT sengs.berlin.de;Berlin;Berlin;['Gesundheit', 'Sozialleistungen'];0;Creative Commons Namensnennung;Senatsverwaltung für Gesundheit und Soziales Berlin;19.02.2014;http://www.gsi-berlin.info/gsi_odp.asp?seite=1&CBFest=Indikator&indikator=3.60;Jahr;vom 31.12.2002 bis 31.12.2012;2014-10-24 12:46:05;Gesundheitsberichterstattung Berlin: Gesundheitsindikator 3.60 - Krankenhausfälle infolge von Infektionskrankheiten nach Alter und Geschlecht, Land, Jahr L;document;http://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-360-krankenhausf%C3%A4lle-infolge;[];
